id	class	pos	qual	aScore	numN	readLen	junction	strand	posR2	qualR2	aScoreR2	numNR2	readLenR2	junctionR2	strandR2
J00118:113:H3TK7BBXX:2:2114:11180:18863	linearStrong	62	42	0	0	151	chr14|SPTLC2:78018438|SPTLC2:77987924|reg|-	0	126	42	0	0	151	chr14|SPTLC2:78018438|SPTLC2:77987924|reg|-	16
J00118:113:H3TK7BBXX:2:2110:9435:6238	linearStrong	119	42	0	0	134	chr14|SPTLC2:78018438|SPTLC2:77987924|reg|-	0	119	42	0	0	134	chr14|SPTLC2:78018438|SPTLC2:77987924|reg|-	16
J00118:113:H3TK7BBXX:2:2105:16143:23206	linearStrong	114	42	0	0	151	chr14|SPTLC2:78018438|SPTLC2:77987924|reg|-	0	33	42	0	0	151	chr14|SPTLC2:78021642|SPTLC2:78018565|reg|-	16
J00118:113:H3TK7BBXX:2:2103:17350:14010	linearStrong	117	42	0	0	151	chr14|SPTLC2:78018438|SPTLC2:77987924|reg|-	0	130	25	0	3	151	chr14|SPTLC2:78018438|SPTLC2:77987924|reg|-	16
J00118:113:H3TK7BBXX:2:2103:17553:13693	linearStrong	117	42	0	0	151	chr14|SPTLC2:78018438|SPTLC2:77987924|reg|-	0	130	25	0	3	151	chr14|SPTLC2:78018438|SPTLC2:77987924|reg|-	16
J00118:113:H3TK7BBXX:2:1226:10358:20744	linearStrong	116	42	0	0	151	chr14|SPTLC2:78018438|SPTLC2:77987924|reg|-	0	49	42	0	0	151	chr14|SPTLC2:78021642|SPTLC2:78018565|reg|-	16
J00118:113:H3TK7BBXX:2:1225:21947:8998	linearStrong	116	42	0	0	104	chr14|SPTLC2:78018438|SPTLC2:77987924|reg|-	0	116	42	0	0	104	chr14|SPTLC2:78018438|SPTLC2:77987924|reg|-	16
J00118:113:H3TK7BBXX:2:1212:25469:14678	linearStrong	100	42	0	0	151	chr14|SPTLC2:78018438|SPTLC2:77987924|reg|-	0	116	42	0	0	151	chr14|SPTLC2:78021642|SPTLC2:78018565|reg|-	16
J00118:113:H3TK7BBXX:2:1211:10480:3618	linearStrong	104	42	0	0	151	chr14|SPTLC2:78018438|SPTLC2:77987924|reg|-	0	41	42	0	0	151	chr14|SPTLC2:78021642|SPTLC2:78018565|reg|-	16
J00118:113:H3TK7BBXX:2:1207:6563:44517	linearStrong	102	42	0	0	151	chr14|SPTLC2:78018438|SPTLC2:77987924|reg|-	0	39	42	0	0	138	chr14|SPTLC2:78021642|SPTLC2:78018565|reg|-	16
J00118:113:H3TK7BBXX:2:1207:6096:7556	linearStrong	116	42	0	0	146	chr14|SPTLC2:78018438|SPTLC2:77987924|reg|-	0	117	42	-3	0	149	chr14|SPTLC2:78021642|SPTLC2:78018565|reg|-	16
J00118:113:H3TK7BBXX:2:1204:14702:6712	linearStrong	89	0	-30	0	151	chr14|SPTLC2:78018438|SPTLC2:77987924|reg|-	0	83	0	-27	0	151	chr14|SPTLC2:78018438|SPTLC2:77987924|reg|-	16
J00118:113:H3TK7BBXX:2:1202:9658:29835	linearStrong	83	42	0	0	151	chr14|SPTLC2:78018438|SPTLC2:77987924|reg|-	0	101	42	-3	0	151	chr14|SPTLC2:78018438|SPTLC2:77987924|reg|-	16
J00118:113:H3TK7BBXX:2:1128:25256:38679	linearStrong	114	42	0	0	151	chr14|SPTLC2:78018438|SPTLC2:77987924|reg|-	0	126	42	0	0	151	chr14|SPTLC2:78018438|SPTLC2:77987924|reg|-	16
J00118:113:H3TK7BBXX:2:1124:3285:33879	linearStrong	105	42	0	0	151	chr14|SPTLC2:78018438|SPTLC2:77987924|reg|-	0	128	22	0	1	151	chr14|SPTLC2:78018438|SPTLC2:77987924|reg|-	16
J00118:113:H3TK7BBXX:2:1121:6360:32666	linearStrong	116	42	0	0	113	chr14|SPTLC2:78018438|SPTLC2:77987924|reg|-	0	116	42	0	0	113	chr14|SPTLC2:78018438|SPTLC2:77987924|reg|-	16
J00118:113:H3TK7BBXX:2:1117:24688:6818	linearStrong	116	42	0	0	151	chr14|SPTLC2:78018438|SPTLC2:77987924|reg|-	0	115	42	0	0	151	chr14|SPTLC2:78021642|SPTLC2:78018565|reg|-	16
J00118:113:H3TK7BBXX:2:1112:24738:48931	linearStrong	83	42	0	0	134	chr14|SPTLC2:78018438|SPTLC2:77987924|reg|-	0	83	42	0	0	134	chr14|SPTLC2:78018438|SPTLC2:77987924|reg|-	16
J00118:113:H3TK7BBXX:2:1106:15676:19267	linearStrong	114	0	-30	0	151	chr14|SPTLC2:78018438|SPTLC2:77987924|reg|-	0	107	3	-22	0	151	chr14|SPTLC2:78018438|SPTLC2:77987924|reg|-	16
J00118:113:H3TK7BBXX:2:1102:26342:41264	linearStrong	113	42	0	0	151	chr14|SPTLC2:78018438|SPTLC2:77987924|reg|-	0	24	42	0	0	151	chr14|SPTLC2:78021642|SPTLC2:78018565|reg|-	16
J00118:113:H3TK7BBXX:3:2206:18852:46680	114	40	-8	0	146	chr14|SPTLC2:78018438|SPTLC2:77987924|reg|-	0	NA	NA	NA	NA	NA	NA	NA	unmapped
J00118:113:H3TK7BBXX:2:1224:30056:29518	125	42	0	0	119	chr14|SPTLC2:78018438|SPTLC2:77987924|reg|-	0	NA	NA	NA	NA	NA	NA	NA	unmapped
J00118:113:H3TK7BBXX:3:2225:8765:6202	linearStrong	43	3	-6	19	151	chr10|EXOSC1:99202993|EXOSC1:99201016|reg|-	0	41	8	0	21	151	chr10|EXOSC1:99202993|EXOSC1:99201016|reg|-	16
J00118:113:H3TK7BBXX:3:2223:5203:25879	linearStrong	97	42	0	0	118	chr10|EXOSC1:99202993|EXOSC1:99201016|reg|-	0	97	42	0	0	118	chr10|EXOSC1:99202993|EXOSC1:99201016|reg|-	16
J00118:113:H3TK7BBXX:3:2218:22435:38996	linearStrong	92	42	0	0	109	chr10|EXOSC1:99202993|EXOSC1:99201016|reg|-	0	92	42	0	0	109	chr10|EXOSC1:99202993|EXOSC1:99201016|reg|-	16
J00118:113:H3TK7BBXX:3:2218:26940:6185	linearStrong	33	0	0	29	151	chr10|EXOSC1:99202993|EXOSC1:99201016|reg|-	0	37	3	0	25	151	chr10|EXOSC1:99202993|EXOSC1:99201016|reg|-	16
J00118:113:H3TK7BBXX:3:2217:10977:23610	linearStrong	97	42	0	0	108	chr10|EXOSC1:99202993|EXOSC1:99201016|reg|-	0	97	42	0	0	108	chr10|EXOSC1:99202993|EXOSC1:99201016|reg|-	16
J00118:113:H3TK7BBXX:3:2212:31375:34266	linearStrong	45	23	0	17	151	chr10|EXOSC1:99202993|EXOSC1:99201016|reg|-	0	49	24	0	13	151	chr10|EXOSC1:99202993|EXOSC1:99201016|reg|-	16
J00118:113:H3TK7BBXX:3:2210:26443:18265	linearStrong	45	2	0	17	125	chr10|EXOSC1:99202993|EXOSC1:99201016|reg|-	0	45	2	0	17	125	chr10|EXOSC1:99202993|EXOSC1:99201016|reg|-	16
J00118:113:H3TK7BBXX:3:2123:9668:49089	linearStrong	97	42	0	0	118	chr10|EXOSC1:99202993|EXOSC1:99201016|reg|-	0	97	42	0	0	118	chr10|EXOSC1:99202993|EXOSC1:99201016|reg|-	16
J00118:113:H3TK7BBXX:3:1221:6451:35848	linearStrong	44	8	-2	18	150	chr10|EXOSC1:99202993|EXOSC1:99201016|reg|-	0	109	42	0	0	125	chr10|EXOSC1:99205488|EXOSC1:99203068|reg|-	16
J00118:113:H3TK7BBXX:3:1217:25692:41721	linearStrong	45	23	0	17	151	chr10|EXOSC1:99202993|EXOSC1:99201016|reg|-	0	49	0	0	27	151	chr10|EXOSC1:99205488|EXOSC1:99203068|reg|-	16
J00118:113:H3TK7BBXX:3:1123:24119:22291	linearStrong	48	24	0	14	151	chr10|EXOSC1:99202993|EXOSC1:99201016|reg|-	0	75	42	0	0	151	chr10|EXOSC1:99202993|EXOSC1:99201016|reg|-	16
J00118:113:H3TK7BBXX:3:1122:28260:24753	linearStrong	45	0	0	17	132	chr10|EXOSC1:99202993|EXOSC1:99201016|reg|-	0	45	0	0	17	132	chr10|EXOSC1:99202993|EXOSC1:99201016|reg|-	16
J00118:113:H3TK7BBXX:3:1119:3366:20445	linearStrong	45	23	0	17	150	chr10|EXOSC1:99202993|EXOSC1:99201016|reg|-	0	55	42	0	7	150	chr10|EXOSC1:99202993|EXOSC1:99201016|reg|-	16
J00118:113:H3TK7BBXX:3:1115:8552:44412	linearStrong	45	23	0	17	148	chr10|EXOSC1:99202993|EXOSC1:99201016|reg|-	0	120	42	0	0	80	chr10|EXOSC1:99205488|EXOSC1:99203068|reg|-	16
J00118:113:H3TK7BBXX:3:1110:14438:21834	linearStrong	45	23	0	17	151	chr10|EXOSC1:99202993|EXOSC1:99201016|reg|-	0	49	0	0	27	151	chr10|EXOSC1:99205488|EXOSC1:99203068|reg|-	16
J00118:113:H3TK7BBXX:2:2226:13179:5868	linearStrong	117	42	0	0	85	chr10|EXOSC1:99202993|EXOSC1:99201016|reg|-	0	117	42	0	0	85	chr10|EXOSC1:99202993|EXOSC1:99201016|reg|-	16
J00118:113:H3TK7BBXX:2:2207:13768:32103	linearStrong	62	42	0	0	151	chr10|EXOSC1:99202993|EXOSC1:99201016|reg|-	0	79	42	0	4	151	chr10|EXOSC1:99202993|EXOSC1:99201016|reg|-	16
J00118:113:H3TK7BBXX:2:2206:26494:48421	linearStrong	45	0	0	17	128	chr10|EXOSC1:99202993|EXOSC1:99201016|reg|-	0	45	0	0	17	128	chr10|EXOSC1:99202993|EXOSC1:99201016|reg|-	16
J00118:113:H3TK7BBXX:2:2206:1935:6853	linearStrong	45	0	0	17	128	chr10|EXOSC1:99202993|EXOSC1:99201016|reg|-	0	45	0	0	17	128	chr10|EXOSC1:99202993|EXOSC1:99201016|reg|-	16
J00118:113:H3TK7BBXX:2:2202:5304:30556	linearStrong	114	42	0	0	84	chr10|EXOSC1:99202993|EXOSC1:99201016|reg|-	0	114	42	0	0	84	chr10|EXOSC1:99202993|EXOSC1:99201016|reg|-	16
J00118:113:H3TK7BBXX:2:2125:21846:37378	linearStrong	47	23	-3	15	151	chr10|EXOSC1:99202993|EXOSC1:99201016|reg|-	0	115	42	0	0	151	chr10|EXOSC1:99205488|EXOSC1:99203068|reg|-	16
J00118:113:H3TK7BBXX:2:2117:12794:47753	linearStrong	102	0	0	27	151	chr10|EXOSC1:99202993|EXOSC1:99201016|reg|-	0	100	42	0	0	151	chr10|EXOSC1:99205488|EXOSC1:99203068|reg|-	16
J00118:113:H3TK7BBXX:2:1226:22394:19970	linearStrong	92	42	0	0	109	chr10|EXOSC1:99202993|EXOSC1:99201016|reg|-	0	92	42	0	0	109	chr10|EXOSC1:99202993|EXOSC1:99201016|reg|-	16
J00118:113:H3TK7BBXX:2:1223:11241:28323	linearStrong	131	2	0	18	113	chr10|EXOSC1:99202993|EXOSC1:99201016|reg|-	0	131	2	0	18	113	chr10|EXOSC1:99202993|EXOSC1:99201016|reg|-	16
J00118:113:H3TK7BBXX:2:1222:9090:7715	linearStrong	72	42	0	0	151	chr10|EXOSC1:99202993|EXOSC1:99201016|reg|-	0	73	42	0	3	107	chr10|EXOSC1:99205488|EXOSC1:99203068|reg|-	16
J00118:113:H3TK7BBXX:2:1222:16823:3987	linearStrong	131	2	0	18	113	chr10|EXOSC1:99202993|EXOSC1:99201016|reg|-	0	131	2	0	18	113	chr10|EXOSC1:99202993|EXOSC1:99201016|reg|-	16
J00118:113:H3TK7BBXX:2:1220:17848:43111	linearStrong	45	23	0	17	151	chr10|EXOSC1:99202993|EXOSC1:99201016|reg|-	0	104	42	0	0	151	chr10|EXOSC1:99205488|EXOSC1:99203068|reg|-	16
J00118:113:H3TK7BBXX:2:1208:4655:9033	linearStrong	45	23	0	17	151	chr10|EXOSC1:99202993|EXOSC1:99201016|reg|-	0	50	24	0	12	151	chr10|EXOSC1:99202993|EXOSC1:99201016|reg|-	16
J00118:113:H3TK7BBXX:2:1206:5152:9297	linearStrong	45	23	0	17	150	chr10|EXOSC1:99202993|EXOSC1:99201016|reg|-	0	59	42	0	3	145	chr10|EXOSC1:99202993|EXOSC1:99201016|reg|-	16
J00118:113:H3TK7BBXX:2:1205:25296:19830	linearStrong	101	0	0	26	151	chr10|EXOSC1:99202993|EXOSC1:99201016|reg|-	0	121	38	0	0	145	chr10|EXOSC1:99205488|EXOSC1:99203068|reg|-	16
J00118:113:H3TK7BBXX:2:1127:12733:8646	linearStrong	44	23	0	18	151	chr10|EXOSC1:99202993|EXOSC1:99201016|reg|-	0	83	42	0	0	151	chr10|EXOSC1:99205488|EXOSC1:99203068|reg|-	16
J00118:113:H3TK7BBXX:2:1115:21775:48931	linearStrong	94	8	0	19	151	chr10|EXOSC1:99202993|EXOSC1:99201016|reg|-	0	97	8	0	21	150	chr10|EXOSC1:99202993|EXOSC1:99201016|reg|-	16
J00118:113:H3TK7BBXX:2:1102:26220:4725	linearStrong	45	0	0	17	132	chr10|EXOSC1:99202993|EXOSC1:99201016|reg|-	0	45	0	0	17	132	chr10|EXOSC1:99202993|EXOSC1:99201016|reg|-	16
J00118:113:H3TK7BBXX:2:2209:1966:35426	anomaly	48	5	0	14	134	chr10|EXOSC1:99202993|EXOSC1:99201016|reg|-	0	32	0	0	30	150	chr10|EXOSC1:99202993|EXOSC1:99201016|reg|-	16
J00118:113:H3TK7BBXX:2:1204:14357:21588	anomaly	45	23	0	17	150	chr10|EXOSC1:99202993|EXOSC1:99201016|reg|-	0	74456900	36	0	0	132	chr11	16
J00118:113:H3TK7BBXX:3:2213:22059:38451	103	8	-4	13	136	chr10|EXOSC1:99202993|EXOSC1:99201016|reg|-	0	NA	NA	NA	NA	NA	NA	NA	unmapped
J00118:113:H3TK7BBXX:3:2207:1742:23118	linearStrong	128	42	0	0	151	chr2|RNPEPL1:241515027|RNPEPL1:241515951|reg|+	16	106	42	-1	0	150	chr2|RNPEPL1:241515027|RNPEPL1:241515951|reg|+	0
J00118:113:H3TK7BBXX:3:2123:11282:31593	linearStrong	56	42	-3	0	151	chr2|RNPEPL1:241515027|RNPEPL1:241515951|reg|+	16	48	26	-3	0	128	chr2|RNPEPL1:241515027|RNPEPL1:241515951|reg|+	0
J00118:113:H3TK7BBXX:3:2105:9232:47067	linearStrong	115	42	0	0	151	chr2|RNPEPL1:241515027|RNPEPL1:241515951|reg|+	16	97	42	0	0	150	chr2|RNPEPL1:241515027|RNPEPL1:241515951|reg|+	0
J00118:113:H3TK7BBXX:3:1214:25976:49001	linearStrong	97	42	0	0	148	chr2|RNPEPL1:241515027|RNPEPL1:241515951|reg|+	16	55	42	0	0	148	chr2|RNPEPL1:241515027|RNPEPL1:241515951|reg|+	0
J00118:113:H3TK7BBXX:3:1107:20740:32859	linearStrong	126	24	-12	0	151	chr2|RNPEPL1:241515027|RNPEPL1:241515951|reg|+	16	131	3	-22	0	151	chr2|RNPEPL1:241515027|RNPEPL1:241515951|reg|+	0
J00118:113:H3TK7BBXX:3:1105:7537:21764	linearStrong	117	42	0	0	151	chr2|RNPEPL1:241515027|RNPEPL1:241515951|reg|+	16	82	42	0	0	150	chr2|RNPEPL1:241515027|RNPEPL1:241515951|reg|+	0
J00118:113:H3TK7BBXX:2:2218:20649:17298	linearStrong	92	42	-2	0	151	chr2|RNPEPL1:241515027|RNPEPL1:241515951|reg|+	16	50	42	0	0	151	chr2|RNPEPL1:241515027|RNPEPL1:241515951|reg|+	0
J00118:113:H3TK7BBXX:2:2213:28392:20023	linearStrong	128	42	0	0	151	chr2|RNPEPL1:241515027|RNPEPL1:241515951|reg|+	16	78	42	0	0	150	chr2|RNPEPL1:241515027|RNPEPL1:241515951|reg|+	0
J00118:113:H3TK7BBXX:2:2209:31436:26318	linearStrong	121	3	-22	0	150	chr2|RNPEPL1:241515027|RNPEPL1:241515951|reg|+	16	125	24	-14	0	150	chr2|RNPEPL1:241515027|RNPEPL1:241515951|reg|+	0
J00118:113:H3TK7BBXX:2:2128:13149:36446	linearStrong	120	42	0	0	151	chr2|RNPEPL1:241515027|RNPEPL1:241515951|reg|+	16	103	42	-4	0	150	chr2|RNPEPL1:241515027|RNPEPL1:241515951|reg|+	0
J00118:113:H3TK7BBXX:2:2118:16437:12075	linearStrong	122	40	-6	0	121	chr2|RNPEPL1:241515027|RNPEPL1:241515951|reg|+	16	122	40	-6	0	121	chr2|RNPEPL1:241515027|RNPEPL1:241515951|reg|+	0
J00118:113:H3TK7BBXX:2:1224:13616:1982	linearStrong	120	0	-28	0	151	chr2|RNPEPL1:241515027|RNPEPL1:241515951|reg|+	16	125	8	-19	0	151	chr2|RNPEPL1:241515027|RNPEPL1:241515951|reg|+	0
J00118:113:H3TK7BBXX:3:2228:4259:48087	linearStrong	138	42	0	0	110	chr12|SHMT2:57627893|SHMT2:57628016|reg|+	16	138	42	-3	0	110	chr12|SHMT2:57627893|SHMT2:57628016|reg|+	0
J00118:113:H3TK7BBXX:3:2228:25723:37589	linearStrong	80	24	-12	0	151	chr12|SHMT2:57627893|SHMT2:57628016|reg|+	16	83	40	-9	0	150	chr12|SHMT2:57627893|SHMT2:57628016|reg|+	0
J00118:113:H3TK7BBXX:3:2227:19157:36974	linearStrong	126	42	0	0	95	chr12|SHMT2:57627893|SHMT2:57628016|reg|+	16	126	42	0	0	95	chr12|SHMT2:57627893|SHMT2:57628016|reg|+	0
J00118:113:H3TK7BBXX:3:2226:30147:8295	linearStrong	61	42	0	0	151	chr12|SHMT2:57627893|SHMT2:57628016|reg|+	16	98	42	0	0	151	chr12|SHMT2:57627687|SHMT2:57627785|reg|+	0
J00118:113:H3TK7BBXX:3:2225:12571:46170	linearStrong	93	42	-5	0	151	chr12|SHMT2:57627893|SHMT2:57628016|reg|+	16	109	42	0	1	151	chr12|SHMT2:57627687|SHMT2:57627785|reg|+	0
J00118:113:H3TK7BBXX:3:2225:6735:44429	linearStrong	62	42	0	0	150	chr12|SHMT2:57627893|SHMT2:57628016|reg|+	16	122	42	0	0	113	chr12|SHMT2:57627687|SHMT2:57627785|reg|+	0
J00118:113:H3TK7BBXX:3:2225:29711:40807	linearStrong	122	42	0	0	151	chr12|SHMT2:57627893|SHMT2:57628016|reg|+	16	98	42	0	0	151	chr12|SHMT2:57627893|SHMT2:57628016|reg|+	0
J00118:113:H3TK7BBXX:3:2225:17574:10563	linearStrong	35	40	0	8	151	chr12|SHMT2:57627893|SHMT2:57628016|reg|+	16	32	16	0	11	151	chr12|SHMT2:57627893|SHMT2:57628016|reg|+	0
J00118:113:H3TK7BBXX:3:2224:28513:47489	linearStrong	116	42	0	0	111	chr12|SHMT2:57627893|SHMT2:57628016|reg|+	16	116	42	0	0	111	chr12|SHMT2:57627893|SHMT2:57628016|reg|+	0
J00118:113:H3TK7BBXX:3:2224:15118:27549	linearStrong	94	42	-4	0	151	chr12|SHMT2:57627893|SHMT2:57628016|reg|+	16	34	22	-2	9	151	chr12|SHMT2:57627893|SHMT2:57628016|reg|+	0
J00118:113:H3TK7BBXX:3:2223:8663:10563	linearStrong	71	42	-6	0	151	chr12|SHMT2:57627893|SHMT2:57628016|reg|+	16	73	24	-11	0	151	chr12|SHMT2:57627893|SHMT2:57628016|reg|+	0
J00118:113:H3TK7BBXX:3:2222:12418:23892	linearStrong	81	42	-5	0	151	chr12|SHMT2:57627893|SHMT2:57628016|reg|+	16	36	27	0	7	151	chr12|SHMT2:57627893|SHMT2:57628016|reg|+	0
J00118:113:H3TK7BBXX:3:2222:2453:18968	linearStrong	83	42	0	0	151	chr12|SHMT2:57627893|SHMT2:57628016|reg|+	16	78	42	0	0	151	chr12|SHMT2:57627893|SHMT2:57628016|reg|+	0
J00118:113:H3TK7BBXX:3:2222:23277:5605	linearStrong	55	42	0	0	151	chr12|SHMT2:57627893|SHMT2:57628016|reg|+	16	117	40	0	9	151	chr12|SHMT2:57627687|SHMT2:57627785|reg|+	0
J00118:113:H3TK7BBXX:3:2221:25154:17016	linearStrong	122	42	0	0	151	chr12|SHMT2:57627893|SHMT2:57628016|reg|+	16	98	42	0	0	151	chr12|SHMT2:57627893|SHMT2:57628016|reg|+	0
J00118:113:H3TK7BBXX:3:2221:6248:9297	linearStrong	26	0	0	17	150	chr12|SHMT2:57627893|SHMT2:57628016|reg|+	16	109	42	0	1	151	chr12|SHMT2:57627687|SHMT2:57627785|reg|+	0
J00118:113:H3TK7BBXX:3:2219:17777:26599	linearStrong	76	42	0	0	151	chr12|SHMT2:57627893|SHMT2:57628016|reg|+	16	52	42	0	0	151	chr12|SHMT2:57627893|SHMT2:57628016|reg|+	0
J00118:113:H3TK7BBXX:3:2218:7770:36024	linearStrong	134	42	0	0	97	chr12|SHMT2:57627893|SHMT2:57628016|reg|+	16	134	42	0	0	97	chr12|SHMT2:57627893|SHMT2:57628016|reg|+	0
J00118:113:H3TK7BBXX:3:2217:6928:10510	linearStrong	136	42	0	0	99	chr12|SHMT2:57627893|SHMT2:57628016|reg|+	16	136	42	0	0	99	chr12|SHMT2:57627893|SHMT2:57628016|reg|+	0
J00118:113:H3TK7BBXX:3:2216:6644:22502	linearStrong	98	42	0	0	134	chr12|SHMT2:57627893|SHMT2:57628016|reg|+	16	98	42	0	0	134	chr12|SHMT2:57627893|SHMT2:57628016|reg|+	0
J00118:113:H3TK7BBXX:3:2215:6644:13816	linearStrong	100	42	0	0	132	chr12|SHMT2:57627893|SHMT2:57628016|reg|+	16	100	42	0	0	132	chr12|SHMT2:57627893|SHMT2:57628016|reg|+	0
J00118:113:H3TK7BBXX:3:2215:19197:3811	linearStrong	50	38	0	0	127	chr12|SHMT2:57627893|SHMT2:57628016|reg|+	16	102	42	0	0	145	chr12|SHMT2:57627687|SHMT2:57627785|reg|+	0
J00118:113:H3TK7BBXX:3:2215:11556:2211	linearStrong	96	42	0	0	131	chr12|SHMT2:57627893|SHMT2:57628016|reg|+	16	96	42	0	0	131	chr12|SHMT2:57627893|SHMT2:57628016|reg|+	0
J00118:113:H3TK7BBXX:3:2214:10764:20955	linearStrong	72	3	-24	0	151	chr12|SHMT2:57627893|SHMT2:57628016|reg|+	16	78	3	-24	0	151	chr12|SHMT2:57627893|SHMT2:57628016|reg|+	0
J00118:113:H3TK7BBXX:3:2214:24241:14484	linearStrong	29	3	0	14	150	chr12|SHMT2:57627893|SHMT2:57628016|reg|+	16	98	42	0	0	151	chr12|SHMT2:57627687|SHMT2:57627785|reg|+	0
J00118:113:H3TK7BBXX:3:2214:21724:5200	linearStrong	74	42	0	0	130	chr12|SHMT2:57627893|SHMT2:57628016|reg|+	16	74	42	0	0	130	chr12|SHMT2:57627893|SHMT2:57628016|reg|+	0
J00118:113:H3TK7BBXX:3:2213:12063:25457	linearStrong	123	42	0	0	150	chr12|SHMT2:57627893|SHMT2:57628016|reg|+	16	100	42	0	0	151	chr12|SHMT2:57627893|SHMT2:57628016|reg|+	0
J00118:113:H3TK7BBXX:3:2213:26423:22907	linearStrong	119	42	0	0	151	chr12|SHMT2:57627893|SHMT2:57628016|reg|+	16	117	42	0	0	151	chr12|SHMT2:57627893|SHMT2:57628016|reg|+	0
J00118:113:H3TK7BBXX:3:2213:9810:4989	linearStrong	83	23	-16	0	151	chr12|SHMT2:57627893|SHMT2:57628016|reg|+	16	87	23	-16	0	151	chr12|SHMT2:57627893|SHMT2:57628016|reg|+	0
J00118:113:H3TK7BBXX:3:2213:28321:2246	linearStrong	80	42	0	0	109	chr12|SHMT2:57627893|SHMT2:57628016|reg|+	16	80	42	0	0	109	chr12|SHMT2:57627893|SHMT2:57628016|reg|+	0
J00118:113:H3TK7BBXX:3:2212:27641:46750	linearStrong	81	42	-5	0	151	chr12|SHMT2:57627893|SHMT2:57628016|reg|+	16	117	40	0	9	151	chr12|SHMT2:57627687|SHMT2:57627785|reg|+	0
J00118:113:H3TK7BBXX:3:2212:7466:28112	linearStrong	94	42	-6	0	151	chr12|SHMT2:57627893|SHMT2:57628016|reg|+	16	96	42	-6	0	151	chr12|SHMT2:57627893|SHMT2:57628016|reg|+	0
J00118:113:H3TK7BBXX:3:2211:17198:43533	linearStrong	76	23	-16	0	151	chr12|SHMT2:57627893|SHMT2:57628016|reg|+	16	79	40	-10	0	151	chr12|SHMT2:57627893|SHMT2:57628016|reg|+	0
J00118:113:H3TK7BBXX:3:2211:26961:38961	linearStrong	94	42	0	0	151	chr12|SHMT2:57627893|SHMT2:57628016|reg|+	16	58	42	0	0	151	chr12|SHMT2:57627893|SHMT2:57628016|reg|+	0
J00118:113:H3TK7BBXX:3:2210:18375:41809	linearStrong	83	42	0	0	151	chr12|SHMT2:57627893|SHMT2:57628016|reg|+	16	78	42	0	0	151	chr12|SHMT2:57627893|SHMT2:57628016|reg|+	0
J00118:113:H3TK7BBXX:3:2210:22374:34424	linearStrong	76	42	0	0	151	chr12|SHMT2:57627893|SHMT2:57628016|reg|+	16	52	42	0	0	150	chr12|SHMT2:57627687|SHMT2:57627785|reg|+	0
J00118:113:H3TK7BBXX:3:2210:16599:12884	linearStrong	122	42	0	0	151	chr12|SHMT2:57627893|SHMT2:57628016|reg|+	16	98	42	0	0	151	chr12|SHMT2:57627893|SHMT2:57628016|reg|+	0
J00118:113:H3TK7BBXX:3:2209:21410:5323	linearStrong	102	42	0	0	124	chr12|SHMT2:57627893|SHMT2:57628016|reg|+	16	102	42	0	0	124	chr12|SHMT2:57627893|SHMT2:57628016|reg|+	0
J00118:113:H3TK7BBXX:3:2208:13108:45836	linearStrong	61	40	-6	0	127	chr12|SHMT2:57627893|SHMT2:57628016|reg|+	16	61	40	-6	0	127	chr12|SHMT2:57627893|SHMT2:57628016|reg|+	0
J00118:113:H3TK7BBXX:3:2208:3742:40121	linearStrong	94	42	0	0	151	chr12|SHMT2:57627893|SHMT2:57628016|reg|+	16	93	42	0	0	151	chr12|SHMT2:57627893|SHMT2:57628016|reg|+	0
J00118:113:H3TK7BBXX:3:2208:2717:19707	linearStrong	119	42	0	0	151	chr12|SHMT2:57627893|SHMT2:57628016|reg|+	16	116	42	0	0	151	chr12|SHMT2:57627893|SHMT2:57628016|reg|+	0
J00118:113:H3TK7BBXX:3:2207:32075:6888	linearStrong	47	38	0	0	131	chr12|SHMT2:57627893|SHMT2:57628016|reg|+	16	57627638	40	-3	0	46	chr12	0
J00118:113:H3TK7BBXX:3:2206:7486:39436	linearStrong	81	42	0	0	151	chr12|SHMT2:57627893|SHMT2:57628016|reg|+	16	53	42	-1	0	151	chr12|SHMT2:57627893|SHMT2:57628016|reg|+	0
J00118:113:H3TK7BBXX:3:2206:3884:23311	linearStrong	83	42	0	0	151	chr12|SHMT2:57627893|SHMT2:57628016|reg|+	16	78	42	-1	0	151	chr12|SHMT2:57627893|SHMT2:57628016|reg|+	0
J00118:113:H3TK7BBXX:3:2204:2087:42284	linearStrong	54	23	-15	0	151	chr12|SHMT2:57627893|SHMT2:57628016|reg|+	16	58	8	-19	0	150	chr12|SHMT2:57627893|SHMT2:57628016|reg|+	0
J00118:113:H3TK7BBXX:3:2204:20293:14607	linearStrong	80	42	0	0	151	chr12|SHMT2:57627893|SHMT2:57628016|reg|+	16	117	24	-3	9	151	chr12|SHMT2:57627687|SHMT2:57627785|reg|+	0
J00118:113:H3TK7BBXX:3:2204:4249:4286	linearStrong	116	42	0	0	111	chr12|SHMT2:57627893|SHMT2:57628016|reg|+	16	116	42	-3	0	111	chr12|SHMT2:57627893|SHMT2:57628016|reg|+	0
J00118:113:H3TK7BBXX:3:2203:4543:41124	linearStrong	96	42	-3	0	151	chr12|SHMT2:57627893|SHMT2:57628016|reg|+	16	57627640	42	0	0	48	chr12	0
J00118:113:H3TK7BBXX:3:2203:22262:23294	linearStrong	96	42	0	0	126	chr12|SHMT2:57627893|SHMT2:57628016|reg|+	16	96	42	0	0	126	chr12|SHMT2:57627893|SHMT2:57628016|reg|+	0
